update,leading_edge_index,leading_edge_value,count_under,count_6,count_7,count_8,count_9,count_10,count_11,count_12,count_13,count_14,count_15,count_16,count_17,count_18,count_19,count_20,count_21,count_22,count_23,count_24,count_over
577,471,16,1,33,6,0,0,0,4,231,119,39,31,12,0,19,17,0,0,0,0,0,0
578,472,16,0,32,7,0,0,0,2,236,118,36,30,12,1,19,19,0,0,0,0,0,0
579,473,16,0,31,7,0,0,0,3,245,112,30,30,13,1,21,18,1,0,0,0,0,0
580,473,16,0,32,6,0,0,0,3,243,115,30,31,10,1,21,18,2,0,0,0,0,0
581,473,16,0,33,5,0,0,0,2,246,114,27,31,12,0,22,18,2,0,0,0,0,0
582,474,16,0,34,3,0,0,0,1,252,112,26,30,11,0,23,18,2,0,0,0,0,0
583,475,16,2,32,2,0,0,0,1,249,117,23,29,12,0,23,19,3,0,0,0,0,0
584,476,16,1,31,3,0,0,0,1,255,109,25,27,13,0,25,18,4,0,0,0,0,0
585,477,16,1,31,2,0,0,0,1,254,108,25,29,12,0,25,19,5,0,0,0,0,0
586,478,16,1,31,2,0,0,0,4,248,109,23,35,9,0,24,19,7,0,0,0,0,0
587,477,16,0,33,1,0,0,0,0,259,97,24,37,10,0,28,14,9,0,0,0,0,0
588,478,16,0,32,1,0,0,0,1,258,98,21,38,10,0,30,13,10,0,0,0,0,0
589,477,16,0,33,1,0,0,0,4,252,100,23,34,10,1,30,12,12,0,0,0,0,0
590,478,16,0,33,0,0,0,0,2,260,94,19,33,14,1,32,11,13,0,0,0,0,0
591,478,16,0,32,1,0,0,0,0,260,99,12,34,15,0,34,11,14,0,0,0,0,0
592,477,16,0,32,2,0,0,0,1,258,102,10,34,12,0,35,12,13,1,0,0,0,0
593,478,16,1,30,2,0,0,0,1,253,104,11,35,13,1,34,12,14,1,0,0,0,0
594,479,16,0,31,1,0,0,0,0,249,106,14,32,15,1,35,13,14,1,0,0,0,0
595,480,16,0,31,0,0,0,0,0,249,106,13,28,19,1,33,18,12,2,0,0,0,0
596,481,16,1,29,0,0,0,0,1,256,94,15,33,16,1,32,19,12,3,0,0,0,0
597,482,16,1,28,0,0,0,0,3,265,82,16,34,14,0,33,19,13,4,0,0,0,0
598,483,16,0,28,0,0,0,0,1,272,74,16,36,14,1,31,21,13,5,0,0,0,0
599,484,16,0,27,0,0,0,0,0,271,73,17,35,16,0,33,22,11,7,0,0,0,0
600,485,16,0,25,1,0,0,0,0,270,67,21,37,16,0,34,21,12,8,0,0,0,0
601,486,16,0,22,3,0,0,0,2,275,56,23,37,17,1,38,18,9,11,0,0,0,0
602,486,16,0,21,4,0,0,0,1,279,55,21,37,15,1,39,20,10,9,0,0,0,0
603,487,16,0,21,4,0,0,0,1,290,45,17,38,15,0,41,20,10,10,0,0,0,0
604,488,16,0,19,5,0,0,0,4,295,39,17,35,15,0,43,18,8,13,1,0,0,0
605,489,16,0,16,5,1,0,0,3,301,35,15,38,14,0,47,15,8,14,0,0,0,0
606,490,16,0,15,6,0,0,0,2,305,35,11,36,15,0,47,16,8,16,0,0,0,0
607,490,16,0,15,6,0,0,0,3,301,38,11,34,15,0,45,19,8,17,0,0,0,0
608,491,16,0,14,6,0,0,0,3,297,43,10,31,17,1,46,20,9,15,0,0,0,0
609,492,16,0,13,6,0,0,0,1,300,41,9,31,18,1,46,22,10,13,1,0,0,0
610,492,16,0,16,3,0,0,0,1,300,43,10,28,16,0,49,21,10,14,1,0,0,0
611,493,16,0,14,4,0,0,0,2,302,38,9,30,15,1,51,19,10,14,3,0,0,0
612,494,16,0,13,4,0,0,0,4,298,42,7,29,16,1,50,22,9,14,3,0,0,0
613,495,16,0,11,5,0,0,0,0,305,42,6,25,18,2,49,24,8,13,4,0,0,0
614,496,16,1,10,4,0,0,0,0,302,46,5,27,16,0,52,24,8,14,3,0,0,0
615,496,16,0,12,3,0,0,0,3,298,43,6,28,17,0,55,21,9,14,3,0,0,0
616,497,16,0,11,3,0,0,0,3,298,42,6,27,16,2,57,18,11,15,3,0,0,0
617,497,16,1,10,3,0,0,0,5,295,41,9,26,15,1,56,19,14,16,1,0,0,0
618,498,16,0,12,1,0,0,0,2,292,48,7,24,17,1,57,19,14,18,0,0,0,0
619,499,16,0,9,3,0,0,0,2,290,50,9,24,15,0,58,22,13,17,0,0,0,0
620,500,16,0,8,3,0,0,0,2,292,49,7,26,16,1,57,20,13,18,0,0,0,0
621,501,16,0,7,3,0,0,0,2,294,46,7,23,19,0,60,19,15,17,0,0,0,0
622,502,16,0,7,2,0,0,0,2,291,51,6,24,16,1,63,17,15,17,0,0,0,0
623,503,16,0,4,4,0,0,0,2,285,52,7,25,18,1,67,14,18,15,0,0,0,0
624,504,16,0,2,5,0,0,0,4,279,55,7,22,22,0,66,16,19,15,0,0,0,0
625,505,16,0,1,5,0,0,0,2,282,52,9,24,21,1,65,18,19,13,0,0,0,0
626,506,16,0,0,5,0,0,0,3,280,56,8,24,19,2,68,15,17,15,0,0,0,0
627,507,16,0,0,5,0,0,0,1,280,59,7,25,16,1,71,14,13,20,0,0,0,0
628,507,16,0,0,4,0,0,0,3,279,56,7,27,15,0,74,15,14,18,0,0,0,0
629,508,16,0,0,3,0,0,0,4,279,52,10,24,17,1,75,15,14,18,0,0,0,0
630,509,16,0,0,2,0,0,0,2,282,51,11,22,17,0,76,17,13,19,0,0,0,0
631,510,17,0,0,1,0,0,0,1,278,56,10,24,15,1,80,14,14,18,0,0,0,0
632,511,17,0,0,0,0,0,0,2,279,51,12,23,15,2,80,16,15,17,0,0,0,0
633,511,17,0,0,0,0,0,0,2,276,51,16,21,14,2,81,16,14,19,0,0,0,0
634,511,16,0,0,0,0,0,0,1,278,51,14,20,15,1,83,19,10,20,0,0,0,0
635,511,16,0,0,0,0,0,0,1,278,50,13,20,15,2,77,25,9,21,1,0,0,0
636,511,16,0,0,0,0,0,0,3,279,51,9,21,14,0,79,25,10,19,2,0,0,0
637,511,16,0,0,0,0,0,0,1,283,51,10,20,11,0,77,29,9,20,1,0,0,0
638,511,16,0,0,0,0,0,0,3,282,48,11,20,11,0,75,34,8,19,1,0,0,0
639,511,16,0,0,0,0,0,0,1,285,48,10,19,10,1,73,37,10,17,1,0,0,0
640,511,16,0,0,0,0,0,0,2,283,51,9,16,11,1,69,41,10,17,2,0,0,0
641,511,16,0,0,0,0,0,0,0,287,49,9,14,12,2,72,38,11,15,3,0,0,0
642,511,16,0,0,0,0,0,0,0,288,47,10,12,12,1,71,44,11,13,3,0,0,0
643,511,16,0,0,0,0,0,0,1,288,45,11,9,13,1,71,45,9,16,3,0,0,0
644,511,16,0,0,0,0,0,0,1,286,46,12,11,11,1,71,46,9,15,3,0,0,0
645,511,16,0,0,0,0,0,0,1,285,46,12,11,9,0,75,45,7,16,5,0,0,0
646,511,16,0,0,0,0,0,0,2,285,46,12,9,9,0,74,48,8,14,5,0,0,0
647,511,16,0,0,0,0,0,0,2,291,39,12,10,8,1,73,53,6,13,4,0,0,0
648,511,16,0,0,0,0,0,0,2,286,46,9,9,8,0,76,52,3,16,5,0,0,0
649,511,16,0,0,0,0,0,0,2,283,49,8,8,8,0,76,53,3,15,7,0,0,0
650,511,16,0,0,0,0,0,0,2,285,47,7,8,7,0,79,49,3,17,8,0,0,0
651,511,16,0,0,0,0,0,0,1,284,49,7,8,6,2,80,48,2,17,8,0,0,0
652,511,16,0,0,0,0,0,0,1,286,47,7,8,5,0,86,45,2,16,9,0,0,0
653,511,16,0,0,0,0,0,0,3,282,48,7,7,5,2,86,44,1,17,10,0,0,0
654,511,16,0,0,0,0,0,0,1,283,47,7,7,5,1,85,47,1,19,9,0,0,0
655,511,16,0,0,0,0,0,0,3,280,46,7,6,6,3,84,47,0,20,10,0,0,0
656,511,16,0,0,0,0,0,0,7,274,46,8,6,6,0,88,47,0,20,10,0,0,0
657,511,16,0,0,0,0,0,0,2,285,37,7,9,5,0,86,49,0,20,12,0,0,0
658,511,16,0,0,0,0,0,0,2,287,35,6,9,5,2,88,47,0,19,11,1,0,0
659,511,16,0,0,0,0,0,0,1,292,27,9,8,5,0,89,52,0,15,12,2,0,0
660,511,16,0,0,0,0,0,0,3,291,28,7,9,3,0,93,48,0,17,11,2,0,0
661,511,16,0,0,0,0,0,0,2,290,30,6,8,3,0,93,49,2,15,13,1,0,0
662,511,16,0,0,0,0,0,0,1,287,34,6,7,3,0,97,47,1,16,11,2,0,0
663,511,16,0,0,0,0,0,0,0,288,33,6,6,4,0,101,43,2,12,15,2,0,0
664,511,16,0,0,0,0,0,0,2,284,34,6,5,5,0,104,41,4,9,16,2,0,0
665,511,16,0,0,0,0,0,0,1,285,32,7,3,5,1,100,46,4,10,15,3,0,0
666,511,16,0,0,0,0,0,0,0,282,38,4,2,5,1,99,48,4,11,15,3,0,0
667,511,16,0,0,0,0,0,0,2,279,38,4,3,3,1,101,45,6,12,15,3,0,0
668,511,16,0,0,0,0,0,0,2,278,38,4,2,3,0,101,45,9,12,14,4,0,0
669,511,16,0,0,0,0,0,0,4,276,36,5,1,3,0,97,49,10,14,14,3,0,0
670,511,16,0,0,0,0,0,0,4,272,39,5,1,2,0,100,48,9,16,14,2,0,0
671,511,16,0,0,0,0,0,0,5,269,39,6,0,2,1,108,43,7,15,15,2,0,0
672,511,16,0,0,0,0,0,0,1,274,38,5,0,2,0,107,45,7,17,15,1,0,0
673,511,16,0,0,0,0,0,0,1,274,36,6,0,1,0,107,48,7,14,17,1,0,0
674,511,18,0,0,0,0,0,0,3,269,39,5,0,0,0,110,48,7,14,17,0,0,0
675,511,18,0,0,0,0,0,0,0,273,38,4,0,0,0,113,42,9,13,20,0,0,0
676,511,18,0,0,0,0,0,0,3,275,34,3,0,0,1,113,42,9,12,20,0,0,0
677,511,18,0,0,0,0,0,0,6,271,34,3,0,0,3,109,44,8,12,22,0,0,0
678,511,18,0,0,0,0,0,0,2,276,33,2,0,0,0,115,40,10,13,21,0,0,0
679,511,18,0,0,0,0,0,0,0,276,33,4,0,0,1,115,36,10,16,21,0,0,0
680,511,18,0,0,0,0,0,0,3,269,35,5,0,0,0,117,37,9,15,22,0,0,0
681,511,18,0,0,0,0,0,0,3,269,35,4,0,0,1,118,37,7,14,24,0,0,0
682,511,18,0,0,0,0,0,0,3,273,30,4,0,0,0,114,40,9,13,25,1,0,0
683,511,18,0,0,0,0,0,0,3,272,32,3,0,0,0,113,38,11,14,25,1,0,0
684,511,18,0,0,0,0,0,0,2,273,29,5,0,0,0,107,46,10,14,23,3,0,0
685,511,18,0,0,0,0,0,0,1,278,22,7,0,0,0,105,48,10,15,23,3,0,0
686,511,18,0,0,0,0,0,0,0,277,27,4,0,0,1,107,47,9,14,22,4,0,0
687,511,19,0,0,0,0,0,0,0,273,33,2,0,0,0,109,43,11,16,21,4,0,0
688,511,18,0,0,0,0,0,0,1,268,38,2,0,0,0,110,42,10,19,19,3,0,0
689,511,19,0,0,0,0,0,0,2,263,38,5,0,0,0,104,49,8,19,23,1,0,0
690,511,19,0,0,0,0,0,0,3,265,37,3,0,0,0,110,47,5,19,23,0,0,0
691,511,19,0,0,0,0,0,0,2,263,39,4,0,0,0,112,47,4,20,21,0,0,0
692,511,18,0,0,0,0,0,0,3,259,43,2,0,0,0,119,42,3,19,22,0,0,0
693,511,18,0,0,0,0,0,0,2,259,43,3,0,0,0,120,40,5,19,19,2,0,0
694,511,18,0,0,0,0,0,0,1,258,44,4,0,0,2,118,39,6,19,20,1,0,0
695,511,18,0,0,0,0,0,0,0,257,48,1,0,0,2,118,39,6,21,18,2,0,0
696,511,18,0,0,0,0,0,0,2,256,46,0,0,0,1,114,44,8,18,21,2,0,0
697,511,17,0,0,0,0,0,0,2,255,46,0,0,0,1,119,38,9,18,20,4,0,0
698,511,18,0,0,0,0,0,0,3,255,45,0,0,0,2,115,40,7,21,23,1,0,0
699,511,18,0,0,0,0,0,0,0,256,46,0,0,0,2,112,44,6,18,26,2,0,0
700,511,18,0,0,0,0,0,0,2,254,46,0,0,0,2,116,42,5,17,25,3,0,0
701,511,18,0,0,0,0,0,0,1,254,46,0,0,0,1,113,46,5,18,25,3,0,0
702,511,18,0,0,0,0,0,0,3,258,39,0,0,0,0,113,47,5,19,24,4,0,0
703,511,18,0,0,0,0,0,0,0,260,39,0,0,0,0,109,51,4,20,25,4,0,0
704,511,18,0,0,0,0,0,0,2,254,42,0,0,0,0,111,51,3,17,28,4,0,0
705,511,18,0,0,0,0,0,0,1,251,44,1,0,0,0,111,51,6,14,31,2,0,0
706,511,18,0,0,0,0,0,0,3,244,47,2,0,0,3,105,53,6,14,34,1,0,0
707,511,18,0,0,0,0,0,0,1,247,45,2,0,0,0,106,57,4,15,34,1,0,0
708,511,18,0,0,0,0,0,0,3,242,48,1,0,0,0,100,63,4,15,34,2,0,0
709,511,18,0,0,0,0,0,0,1,239,51,2,0,0,0,105,57,5,16,34,2,0,0
710,511,18,0,0,0,0,0,0,2,235,55,0,0,0,1,100,59,9,14,34,2,1,0
711,511,18,0,0,0,0,0,0,3,233,56,0,0,0,2,102,55,12,12,32,2,3,0
712,511,18,0,0,0,0,0,0,2,233,56,0,0,0,0,107,51,12,12,33,1,4,1
713,511,18,0,0,0,0,0,0,1,238,50,1,0,0,0,107,50,15,9,34,0,6,1
714,511,18,0,0,0,0,0,0,3,237,49,0,0,0,2,106,49,15,8,34,0,9,0
715,511,18,0,0,0,0,0,0,2,239,47,0,0,0,1,106,50,14,8,33,1,11,0
716,511,18,0,0,0,0,0,0,3,240,43,1,0,0,0,110,46,14,11,30,2,11,1
717,511,18,0,0,0,0,0,0,0,242,42,3,0,0,1,110,46,13,10,31,0,14,0
718,511,18,0,0,0,0,0,0,3,237,42,4,0,0,0,113,45,13,8,30,1,16,0
719,511,18,0,0,0,0,0,0,1,241,40,3,0,0,0,113,45,15,8,28,0,17,1
720,511,18,0,0,0,0,0,0,1,239,42,2,0,0,0,118,39,16,5,30,0,19,1
721,511,18,0,0,0,0,0,0,1,240,41,2,0,0,0,122,36,16,5,27,1,20,1
722,511,18,0,0,0,0,0,0,2,238,38,5,0,0,1,119,36,15,6,28,0,23,1
723,511,18,0,0,0,0,0,0,1,231,45,5,0,0,1,123,36,12,8,24,0,26,0
724,511,18,0,0,0,0,0,0,1,226,51,4,0,0,1,120,40,11,8,22,1,27,0
725,511,18,0,0,0,0,0,0,2,224,50,5,0,0,2,120,41,10,9,20,1,28,0
726,511,18,0,0,0,0,0,0,2,224,50,4,0,0,1,122,40,10,10,18,1,30,0
727,511,18,0,0,0,0,0,0,0,225,51,3,0,0,1,127,35,9,10,18,2,31,0
728,511,18,0,0,0,0,0,0,0,223,52,3,0,0,1,128,36,9,9,18,2,31,0
729,511,18,0,0,0,0,0,0,1,222,50,4,0,0,2,129,35,9,9,17,0,34,0
730,511,18,0,0,0,0,0,0,3,219,48,6,0,0,1,131,34,9,8,17,1,35,0
731,511,18,0,0,0,0,0,0,2,213,55,5,0,0,0,136,29,11,7,17,0,37,0
732,511,18,0,0,0,0,0,0,2,210,61,2,0,0,1,131,35,10,6,15,0,39,0
733,511,18,0,0,0,0,0,0,0,214,60,0,0,0,1,133,34,8,7,14,0,41,0
734,511,18,0,0,0,0,0,0,1,210,63,0,0,0,0,129,36,12,5,13,0,43,0
735,511,19,0,0,0,0,0,0,1,212,59,1,0,0,0,125,38,14,4,13,0,45,0
736,511,19,0,0,0,0,0,0,2,216,53,1,0,0,1,121,39,15,4,14,2,44,0
737,511,19,0,0,0,0,0,0,0,218,53,0,0,0,0,117,43,15,3,15,1,47,0
738,511,19,0,0,0,0,0,0,3,211,57,0,0,0,0,118,44,10,5,14,1,48,1
739,511,19,0,0,0,0,0,0,2,208,60,0,0,0,1,118,41,14,4,14,0,48,2
740,511,19,0,0,0,0,0,0,2,199,68,0,0,0,0,118,41,14,4,15,0,50,1
741,511,19,0,0,0,0,0,0,0,195,73,1,0,0,0,120,40,13,4,14,0,51,1
742,511,19,0,0,0,0,0,0,4,194,69,1,0,0,0,119,42,13,3,15,0,50,2
743,511,19,0,0,0,0,0,0,0,196,72,0,0,0,0,114,45,14,2,15,0,53,1
744,511,19,0,0,0,0,0,0,0,190,77,1,0,0,0,115,45,11,2,15,0,55,1
745,511,19,0,0,0,0,0,0,4,185,77,1,0,0,0,115,44,11,4,14,1,55,1
746,511,19,0,0,0,0,0,0,1,186,78,1,0,0,1,115,44,11,4,13,0,56,2
747,511,18,0,0,0,0,0,0,1,185,76,3,0,0,0,121,39,10,6,11,0,59,1
748,511,18,0,0,0,0,0,0,1,185,74,4,0,0,1,118,39,10,8,10,0,60,2
749,511,18,0,0,0,0,0,0,2,182,73,6,0,0,0,117,41,10,6,12,0,61,2
750,511,18,0,0,0,0,0,0,1,186,72,3,0,0,3,115,39,12,3,14,0,63,1
751,511,18,0,0,0,0,0,0,3,189,66,4,0,0,1,115,40,11,4,13,2,62,2
752,511,18,0,0,0,0,0,0,0,188,70,3,0,0,0,113,43,11,2,14,0,67,1
753,511,18,0,0,0,0,0,0,1,191,68,2,0,0,0,113,40,14,1,10,3,66,3
754,511,18,0,0,0,0,0,0,1,187,71,2,0,0,0,110,38,19,0,10,3,69,2
755,511,18,0,0,0,0,0,0,1,187,70,2,0,0,0,107,42,17,0,10,3,69,4
756,511,18,0,0,0,0,0,0,2,182,72,3,0,0,0,107,37,21,0,9,3,73,3
757,511,18,0,0,0,0,0,0,2,179,74,3,0,0,1,106,38,19,0,10,3,73,4
758,511,19,0,0,0,0,0,0,0,182,74,1,0,0,0,105,38,20,0,11,4,75,2
759,511,19,0,0,0,0,0,0,1,179,74,2,0,0,0,108,34,20,0,12,2,78,2
760,511,19,0,0,0,0,0,0,0,182,72,1,0,0,0,111,34,17,0,13,1,80,1
761,511,19,0,0,0,0,0,0,2,178,72,2,0,0,2,108,34,18,0,13,0,82,1
762,511,19,0,0,0,0,0,0,1,181,68,3,0,0,0,112,32,17,0,14,0,83,1
763,511,19,0,0,0,0,0,0,0,187,64,1,0,0,1,113,33,12,2,14,1,83,1
764,511,19,0,0,0,0,0,0,1,182,65,3,0,0,0,114,33,11,3,13,2,85,0
765,511,19,0,0,0,0,0,0,0,185,64,2,0,0,0,114,32,12,3,12,2,85,1
766,511,19,0,0,0,0,0,0,0,184,63,3,0,0,0,114,35,8,5,10,1,87,2
767,511,19,0,0,0,0,0,0,1,179,69,0,0,0,1,113,37,6,3,12,1,87,3
768,511,19,0,0,0,0,0,0,1,179,67,1,0,0,0,114,34,8,2,13,1,91,1
769,511,19,0,0,0,0,0,0,3,179,63,3,0,0,0,117,31,8,3,10,2,90,3
