"leading_edge_index","leading_edge_val","count","crossed_frac"
456,12,2,2e-04
456,13,36,0.0036
456,14,329,0.0329
456,15,1952,0.1952
456,16,7058,0.7058
456,17,9947,0.9947
464,12,8,8e-04
464,13,31,0.0031
464,14,229,0.0229
464,15,1619,0.1619
464,16,6659,0.6659
464,17,9927,0.9927
472,12,10,0.001
472,13,23,0.0023
472,14,183,0.0183
472,15,1243,0.1243
472,16,6175,0.6175
472,17,9927,0.9927
480,12,7,7e-04
480,13,12,0.0012
480,14,111,0.0111
480,15,1025,0.1025
480,16,5508,0.5508
480,17,9898,0.9898
488,12,3,3e-04
488,13,12,0.0012
488,14,59,0.0059
488,15,724,0.0724
488,16,4577,0.4577
488,17,9871,0.9871
496,12,7,7e-04
496,13,4,4e-04
496,14,34,0.0034
496,15,408,0.0408
496,16,3402,0.3402
496,17,9763,0.9763
504,12,5,5e-04
504,13,7,7e-04
504,14,17,0.0017
504,15,211,0.0211
504,16,2058,0.2058
504,17,9264,0.9264
