"leading_edge_index","leading_edge_val","count","crossed_frac"
208,16,648,0.0648
208,17,800,0.08
216,12,17,0.0017
216,13,34,0.0034
216,14,105,0.0105
216,15,268,0.0268
216,16,584,0.0584
216,17,757,0.0757
224,12,7,7e-04
224,13,37,0.0037
224,14,99,0.0099
224,15,259,0.0259
224,16,657,0.0657
224,17,774,0.0774
232,12,11,0.0011
232,13,45,0.0045
232,14,107,0.0107
232,15,295,0.0295
232,16,580,0.058
232,17,748,0.0748
240,12,9,9e-04
240,13,22,0.0022
240,14,87,0.0087
240,15,288,0.0288
240,16,603,0.0603
240,17,697,0.0697
248,12,4,4e-04
248,13,25,0.0025
248,14,91,0.0091
248,15,278,0.0278
248,16,586,0.0586
248,17,782,0.0782
256,12,2,2e-04
256,13,26,0.0026
256,14,78,0.0078
256,15,262,0.0262
256,16,628,0.0628
256,17,781,0.0781
264,12,10,0.001
264,13,21,0.0021
264,14,81,0.0081
264,15,231,0.0231
264,16,594,0.0594
264,17,785,0.0785
272,12,4,4e-04
272,13,15,0.0015
272,14,82,0.0082
272,15,242,0.0242
272,16,623,0.0623
272,17,798,0.0798
280,12,4,4e-04
280,13,25,0.0025
280,14,69,0.0069
280,15,267,0.0267
280,16,579,0.0579
280,17,769,0.0769
288,12,4,4e-04
288,13,20,0.002
288,14,68,0.0068
288,15,249,0.0249
288,16,556,0.0556
288,17,781,0.0781
296,12,2,2e-04
296,13,15,0.0015
296,14,63,0.0063
296,15,178,0.0178
296,16,547,0.0547
296,17,789,0.0789
304,12,2,2e-04
304,13,17,0.0017
304,14,37,0.0037
304,15,173,0.0173
304,16,528,0.0528
304,17,798,0.0798
312,12,2,2e-04
312,13,9,9e-04
312,14,34,0.0034
312,15,206,0.0206
312,16,503,0.0503
312,17,796,0.0796
320,12,1,1e-04
320,13,10,0.001
320,14,43,0.0043
320,15,139,0.0139
320,16,448,0.0448
320,17,806,0.0806
328,12,1,1e-04
328,13,9,9e-04
328,14,33,0.0033
328,15,134,0.0134
328,16,479,0.0479
328,17,819,0.0819
336,12,3,3e-04
336,13,8,8e-04
336,14,30,0.003
336,15,143,0.0143
336,16,411,0.0411
336,17,736,0.0736
344,13,5,5e-04
344,14,27,0.0027
344,15,140,0.014
344,16,377,0.0377
344,17,701,0.0701
352,12,1,1e-04
352,13,8,8e-04
352,14,28,0.0028
352,15,102,0.0102
352,16,330,0.033
352,17,626,0.0626
360,12,3,3e-04
360,13,3,3e-04
360,14,23,0.0023
360,15,96,0.0096
360,16,349,0.0349
360,17,563,0.0563
368,12,2,2e-04
368,13,6,6e-04
368,14,13,0.0013
368,15,101,0.0101
368,16,294,0.0294
368,17,600,0.06
376,12,1,1e-04
376,13,5,5e-04
376,14,22,0.0022
376,15,97,0.0097
376,16,258,0.0258
376,17,534,0.0534
384,13,1,1e-04
384,14,9,9e-04
384,15,78,0.0078
384,16,240,0.024
384,17,497,0.0497
392,13,3,3e-04
392,14,8,8e-04
392,15,68,0.0068
392,16,249,0.0249
392,17,423,0.0423
400,13,1,1e-04
400,14,17,0.0017
400,15,43,0.0043
400,16,211,0.0211
400,17,394,0.0394
408,13,1,1e-04
408,14,8,8e-04
408,15,49,0.0049
408,16,216,0.0216
408,17,404,0.0404
416,13,2,2e-04
416,14,2,2e-04
416,15,45,0.0045
416,16,173,0.0173
416,17,383,0.0383
424,13,1,1e-04
424,14,8,8e-04
424,15,35,0.0035
424,16,156,0.0156
424,17,357,0.0357
432,14,6,6e-04
432,15,51,0.0051
432,16,142,0.0142
432,17,336,0.0336
440,14,1,1e-04
440,15,27,0.0027
440,16,136,0.0136
440,17,308,0.0308
448,15,39,0.0039
448,16,115,0.0115
448,17,266,0.0266
456,14,5,5e-04
456,15,23,0.0023
456,16,127,0.0127
456,17,255,0.0255
464,14,2,2e-04
464,15,16,0.0016
464,16,88,0.0088
464,17,219,0.0219
472,14,2,2e-04
472,15,20,0.002
472,16,78,0.0078
472,17,204,0.0204
480,15,14,0.0014
480,16,69,0.0069
480,17,177,0.0177
488,14,1,1e-04
488,15,8,8e-04
488,16,45,0.0045
488,17,199,0.0199
496,15,2,2e-04
496,16,26,0.0026
496,17,131,0.0131
504,15,2,2e-04
504,16,18,0.0018
504,17,127,0.0127
